72--73,00-0000,13385600,14505700
72--73,11-0000,335400,362400
72--73,11-1000,105400,113500
72--73,11-1011,3100,2900
72--73,11-1021,102300,110600
72--73,11-2000,10500,10900
72--73,11-2011,1200,1200
72--73,11-2020,9100,9500
72--73,11-2021,1600,1600
72--73,11-2022,7500,7800
72--73,11-2031,200,200
72--73,11-3000,12800,13900
72--73,11-3011,4600,4900
72--73,11-3021,500,500
72--73,11-3031,4700,5400
72--73,11-3061,400,400
72--73,11-3071,200,200
72--73,11-3111,100,100
72--73,11-3121,2000,2100
72--73,11-3131,300,300
72--73,11-9000,206700,224000
72--73,11-9021,100,100
72--73,11-9041,100,100
72--73,11-9051,167300,183000
72--73,11-9071,1300,1200
72--73,11-9081,33200,34700
72--73,11-9141,700,800
72--73,11-9151,100,100
72--73,11-9199,3800,3900
72--73,13-0000,49900,52900
72--73,13-1000,36800,39100
72--73,13-1020,2900,2800
72--73,13-1022,500,500
72--73,13-1023,2400,2300
72--73,13-1041,300,300
72--73,13-1070,6200,6400
72--73,13-1071,6100,6300
72--73,13-1075,100,100
72--73,13-1081,100,100
72--73,13-1111,200,200
72--73,13-1121,14400,15200
72--73,13-1131,200,200
72--73,13-1141,300,300
72--73,13-1151,4200,4600
72--73,13-1161,4600,5300
72--73,13-1199,3500,3700
72--73,13-2000,13100,13800
72--73,13-2011,12600,13300
72--73,13-2050,200,200
72--73,13-2051,200,200
72--73,13-2099,200,200
72--73,15-0000,3500,3600
72--73,15-1100,3500,3600
72--73,15-1120,200,200
72--73,15-1121,200,200
72--73,15-1130,300,300
72--73,15-1132,100,100
72--73,15-1133,100,100
72--73,15-1134,100,100
72--73,15-1140,900,900
72--73,15-1141,100,100
72--73,15-1142,700,700
72--73,15-1143,100,100
72--73,15-1150,1500,1600
72--73,15-1151,1200,1200
72--73,15-1152,400,400
72--73,15-1199,600,600
72--73,17-0000,600,600
72--73,17-2000,400,400
72--73,17-2051,100,100
72--73,17-2141,100,100
72--73,17-2199,100,100
72--73,17-3000,100,100
72--73,17-3020,100,100
72--73,17-3023,100,100
72--73,19-0000,100,100
72--73,21-0000,200,200
72--73,21-1000,100,200
72--73,21-1090,100,100
72--73,23-0000,100,100
72--73,23-1000,100,100
72--73,23-1010,100,100
72--73,23-1011,100,100
72--73,25-0000,1500,1700
72--73,25-3000,1300,1400
72--73,25-3021,1000,1100
72--73,25-3099,300,300
72--73,27-0000,18000,18100
72--73,27-1020,900,900
72--73,27-1023,300,300
72--73,27-1024,300,300
72--73,27-1025,100,100
72--73,27-1026,100,100
72--73,27-2012,400,500
72--73,27-2020,2200,2300
72--73,27-2021,100,100
72--73,27-2022,1200,1200
72--73,27-2030,2000,1900
72--73,27-2031,2000,1900
72--73,27-2040,1000,1000
72--73,27-2042,1000,1000
72--73,27-2099,1400,1400
72--73,27-3000,6100,6200
72--73,27-3010,3100,3000
72--73,27-3012,3100,3000
72--73,27-3031,2700,2900
72--73,27-3090,300,200
72--73,27-3099,300,200
72--73,27-4010,3400,3500
72--73,27-4011,2900,3000
72--73,27-4014,500,500
72--73,27-4099,300,300
72--73,29-0000,5000,5600
72--73,29-1000,4000,4500
72--73,29-1031,3800,4200
72--73,29-1141,200,200
72--73,29-2000,900,1000
72--73,29-2041,100,100
72--73,29-2050,700,800
72--73,29-2051,700,800
72--73,29-2061,100,100
72--73,29-9000,100,100
72--73,29-9010,100,100
72--73,31-0000,9400,9700
72--73,31-9000,9400,9700
72--73,31-9011,9200,9500
72--73,31-9090,200,200
72--73,31-9099,200,200
72--73,33-0000,77500,75100
72--73,33-1000,3200,3100
72--73,33-1099,3200,3100
72--73,33-9000,74200,72000
72--73,33-9021,100,100
72--73,33-9030,65100,62500
72--73,33-9031,2000,1900
72--73,33-9032,63100,60600
72--73,33-9090,9100,9400
72--73,33-9092,8500,8900
72--73,33-9099,600,600
72--73,35-0000,10759100,11808300
72--73,35-1000,860600,946200
72--73,35-1011,107900,117600
72--73,35-1012,752800,828600
72--73,35-2000,2380700,2540800
72--73,35-2010,1884800,2005000
72--73,35-2011,501000,472900
72--73,35-2012,67100,84500
72--73,35-2014,1160900,1299700
72--73,35-2015,148600,140000
72--73,35-2019,7100,7900
72--73,35-2021,495800,535800
72--73,35-3000,6273000,7006300
72--73,35-3011,502200,511800
72--73,35-3020,3271100,3827100
72--73,35-3021,2944500,3487300
72--73,35-3022,326600,339800
72--73,35-3031,2406500,2569900
72--73,35-3041,93300,97400
72--73,35-9000,1244700,1315000
72--73,35-9011,361100,385000
72--73,35-9021,447400,463000
72--73,35-9031,391300,418000
72--73,35-9099,44900,49100
72--73,37-0000,610100,635200
72--73,37-1000,36900,38300
72--73,37-1011,34300,35500
72--73,37-1012,2600,2800
72--73,37-2000,551000,572900
72--73,37-2010,551000,572800
72--73,37-2011,90400,94700
72--73,37-2012,460500,478000
72--73,37-2019,100,100
72--73,37-3000,22100,24100
72--73,37-3011,21400,23200
72--73,37-3019,700,800
72--73,39-0000,148800,150200
72--73,39-1000,18000,17600
72--73,39-1010,12400,11700
72--73,39-1011,9900,9300
72--73,39-1012,2500,2300
72--73,39-1021,5600,5900
72--73,39-2000,500,500
72--73,39-2011,100,100
72--73,39-2021,400,400
72--73,39-3000,65900,64600
72--73,39-3010,41500,39100
72--73,39-3011,36600,34500
72--73,39-3012,1200,1200
72--73,39-3019,3700,3500
72--73,39-3031,3000,3000
72--73,39-3090,21400,22500
72--73,39-3091,15900,16800
72--73,39-3092,400,300
72--73,39-3093,4000,4100
72--73,39-3099,1100,1200
72--73,39-5000,4600,4700
72--73,39-5010,1100,1100
72--73,39-5012,1100,1100
72--73,39-5090,3400,3500
72--73,39-5092,1200,1300
72--73,39-5094,2100,2200
72--73,39-6000,37100,38200
72--73,39-6011,24200,24900
72--73,39-6012,12800,13300
72--73,39-7000,1300,1400
72--73,39-7011,1200,1300
72--73,39-7012,100,200
72--73,39-9000,21500,23300
72--73,39-9011,1000,1100
72--73,39-9021,300,300
72--73,39-9030,14900,16500
72--73,39-9041,1500,1600
72--73,39-9099,3700,3700
72--73,41-0000,424900,438200
72--73,41-1000,11500,12400
72--73,41-1011,9700,10500
72--73,41-1012,1800,1900
72--73,41-2000,382000,392900
72--73,41-2010,364400,374000
72--73,41-2011,361000,371100
72--73,41-2012,3300,2800
72--73,41-2020,2300,2600
72--73,41-2021,2200,2500
72--73,41-2031,15300,16300
72--73,41-3000,27100,28500
72--73,41-3011,200,200
72--73,41-3099,26300,27700
72--73,41-4000,1400,1500
72--73,41-4012,1400,1500
72--73,41-9000,2900,2900
72--73,41-9010,400,400
72--73,41-9011,400,400
72--73,41-9020,300,300
72--73,41-9022,200,200
72--73,41-9041,600,500
72--73,41-9090,1600,1700
72--73,41-9099,1400,1500
72--73,43-0000,457800,462400
72--73,43-1000,32300,33000
72--73,43-1011,32300,33000
72--73,43-2000,6000,4300
72--73,43-2011,5800,4200
72--73,43-2021,200,200
72--73,43-3000,56900,54600
72--73,43-3011,200,200
72--73,43-3021,2200,2400
72--73,43-3031,44600,42600
72--73,43-3041,4100,3800
72--73,43-3051,4300,4100
72--73,43-3061,1400,1300
72--73,43-4000,276300,287500
72--73,43-4041,200,100
72--73,43-4051,16500,17600
72--73,43-4071,100,100
