71--72,00-0000,2234800,2433700
71--72,11-0000,88400,97600
71--72,11-1000,52500,57400
71--72,11-1011,4000,3800
71--72,11-1021,48500,53600
71--72,11-2000,9100,10000
71--72,11-2011,800,900
71--72,11-2020,5600,6200
71--72,11-2021,3200,3500
71--72,11-2022,2400,2700
71--72,11-2031,2600,2900
71--72,11-3000,11400,13000
71--72,11-3011,4400,4800
71--72,11-3021,1000,1100
71--72,11-3031,4000,4900
71--72,11-3061,200,200
71--72,11-3071,200,200
71--72,11-3111,100,100
71--72,11-3121,1100,1200
71--72,11-3131,300,300
71--72,11-9000,15500,17100
71--72,11-9013,100,100
71--72,11-9021,100,200
71--72,11-9030,900,1000
71--72,11-9031,100,100
71--72,11-9039,700,800
71--72,11-9041,200,200
71--72,11-9051,4300,4700
71--72,11-9071,1200,1300
71--72,11-9081,200,200
71--72,11-9121,300,400
71--72,11-9141,300,300
71--72,11-9151,800,900
71--72,11-9199,7100,7900
71--72,13-0000,66800,74200
71--72,13-1000,55000,61300
71--72,13-1011,12600,13200
71--72,13-1020,1200,1200
71--72,13-1022,300,300
71--72,13-1023,900,900
71--72,13-1041,300,300
71--72,13-1070,3800,4000
71--72,13-1071,3600,3900
71--72,13-1075,100,100
71--72,13-1081,100,100
71--72,13-1111,700,700
71--72,13-1121,13600,15500
71--72,13-1131,4200,4700
71--72,13-1141,400,400
71--72,13-1151,1500,1700
71--72,13-1161,9400,11300
71--72,13-1199,7200,8000
71--72,13-2000,11800,13000
71--72,13-2011,10700,11700
71--72,13-2050,400,500
71--72,13-2051,400,500
71--72,13-2099,600,700
71--72,15-0000,8100,8800
71--72,15-1100,7900,8600
71--72,15-1120,500,500
71--72,15-1121,400,400
71--72,15-1130,1900,2100
71--72,15-1131,300,300
71--72,15-1134,900,1000
71--72,15-1140,2500,2700
71--72,15-1141,600,700
71--72,15-1142,1800,1800
71--72,15-1143,200,200
71--72,15-1150,2300,2500
71--72,15-1151,1900,2100
71--72,15-1152,400,500
71--72,15-1199,700,800
71--72,15-2000,200,200
71--72,15-2031,100,200
71--72,17-1000,100,200
71--72,17-1010,100,100
71--72,17-1012,100,100
71--72,17-2000,1600,1800
71--72,17-2011,100,100
71--72,17-2051,100,100
71--72,17-2070,200,300
71--72,17-2071,200,200
71--72,17-2141,600,700
71--72,19-0000,2100,2400
71--72,19-1000,1100,1300
71--72,19-1010,300,300
71--72,19-1013,300,300
71--72,19-1020,700,800
71--72,19-1023,600,700
71--72,19-1029,100,100
71--72,19-1030,100,100
71--72,19-1031,100,100
71--72,19-2000,200,200
71--72,19-2040,100,100
71--72,19-2041,100,100
71--72,19-3000,300,400
71--72,19-3090,300,300
71--72,19-3091,100,100
71--72,19-3093,200,200
71--72,19-4000,500,500
71--72,19-4021,100,100
71--72,19-4061,200,300
71--72,19-4090,100,100
71--72,19-4099,100,100
71--72,21-0000,1500,1700
71--72,21-1000,1400,1600
71--72,21-1020,100,100
71--72,21-1021,100,100
71--72,21-1090,1200,1400
71--72,21-1091,700,800
71--72,21-1093,100,100
71--72,21-1094,100,100
71--72,21-1099,300,300
71--72,21-2000,100,100
71--72,21-2021,100,100
71--72,23-0000,600,700
71--72,23-1000,500,600
71--72,23-1010,500,600
71--72,23-1011,500,600
71--72,23-2000,100,200
71--72,23-2011,100,100
71--72,25-1120,100,100
71--72,25-1121,100,100
71--72,25-2000,2200,2400
71--72,25-2010,2000,2200
71--72,25-2011,2000,2200
71--72,25-2030,100,100
71--72,25-3000,26100,28900
71--72,25-3021,23100,25500
71--72,25-3099,3000,3300
71--72,25-4000,14300,16900
71--72,25-4010,13100,15400
71--72,25-4011,900,1000
71--72,25-4012,6300,7400
71--72,25-4013,5900,7000
71--72,25-4021,800,900
71--72,25-4031,500,600
71--72,25-9000,4200,4900
71--72,25-9011,100,100
71--72,25-9031,2900,3400
71--72,25-9041,700,900
71--72,25-9099,400,500
71--72,27-0000,196800,213200
71--72,27-1010,9800,10600
71--72,27-1011,1600,1800
71--72,27-1012,2400,2600
71--72,27-1013,4400,4800
71--72,27-1014,1100,1200
71--72,27-1019,200,200
71--72,27-1022,400,400
71--72,27-1023,100,100
71--72,27-1024,2600,2900
71--72,27-1026,200,200
71--72,27-1027,3900,4300
71--72,27-1029,300,300
71--72,27-2011,17400,18800
71--72,27-2022,57500,63100
71--72,27-2023,6700,7300
71--72,27-2030,7700,7900
71--72,27-2031,6300,6500
71--72,27-2032,1400,1400
71--72,27-2040,25400,25700
71--72,27-2041,3100,3200
71--72,27-2042,22300,22500
71--72,27-2099,6300,6700
71--72,27-3000,20900,23400
71--72,27-3010,4200,4500
71--72,27-3011,600,700
71--72,27-3012,3500,3800
71--72,27-3020,100,100
71--72,27-3022,100,100
71--72,27-3031,8500,9400
71--72,27-3040,5700,6600
71--72,27-3041,1000,1100
71--72,27-3042,500,600
71--72,27-3043,4200,5000
71--72,27-3090,2400,2800
71--72,27-3091,500,600
71--72,27-3099,2000,2200
71--72,27-4010,13000,14600
71--72,27-4011,10200,11700
71--72,27-4012,400,400
71--72,27-4014,2400,2600
71--72,27-4021,2300,2600
71--72,27-4030,1100,1200
71--72,27-4031,700,700
71--72,27-4032,400,500
71--72,29-0000,7800,8600
71--72,29-1000,1400,1500
71--72,29-1031,300,300
71--72,29-1060,100,100
71--72,29-1120,300,300
71--72,29-1123,200,200
71--72,29-1131,300,300
71--72,29-1141,300,300
71--72,29-2000,2300,2500
71--72,29-2041,2000,2200
71--72,29-2050,200,200
71--72,29-2056,200,200
71--72,29-2061,100,100
71--72,29-9000,4200,4500
71--72,29-9010,300,400
71--72,29-9011,300,300
71--72,29-9090,3800,4200
71--72,29-9091,3800,4200
71--72,31-0000,4600,5100
71--72,31-2000,100,100
71--72,31-2020,100,100
71--72,31-2022,100,100
71--72,31-9000,4500,5000
71--72,31-9011,3400,3700
71--72,31-9090,1100,1300
71--72,31-9096,200,300
71--72,33-0000,106700,114700
71--72,33-1000,3600,3800
71--72,33-1099,3600,3800
71--72,33-2020,100,100
71--72,33-2021,100,100
71--72,33-9000,102500,110300
71--72,33-9030,47800,50400
71--72,33-9031,3000,3100
71--72,33-9032,44800,47300
71--72,33-9090,54600,59900
71--72,33-9091,100,100
71--72,33-9092,52900,58100
71--72,33-9099,1600,1700
71--72,35-0000,324700,358700
71--72,35-1000,24000,26700
71--72,35-1011,8500,9700
71--72,35-1012,15500,17000
71--72,35-2000,62900,70500
71--72,35-2010,50400,56800
71--72,35-2011,4700,5100
71--72,35-2012,1600,1800
71--72,35-2014,34300,39100
71--72,35-2015,9400,10300
71--72,35-2019,400,500
71--72,35-2021,12500,13700
71--72,35-3000,194300,213800
71--72,35-3011,40500,44500
71--72,35-3020,57600,63200
71--72,35-3021,25100,27500
71--72,35-3022,32500,35700
71--72,35-3031,91000,100300
71--72,35-3041,5300,5800
71--72,35-9000,43600,47800
71--72,35-9011,19000,20800
71--72,35-9021,16500,18100
71--72,35-9031,6900,7600
71--72,35-9099,1200,1300
71--72,37-0000,191100,211500
71--72,37-1000,16000,17800
71--72,37-1011,4000,4400
71--72,37-1012,12000,13400
71--72,37-2000,71500,78600
71--72,37-2011,57200,63000
71--72,37-2012,14100,15400
71--72,37-3000,103600,115100
71--72,37-3011,102300,113700
71--72,37-3012,300,300
71--72,37-3013,100,100
71--72,37-3019,900,1000
71--72,39-0000,657900,724900
71--72,39-1000,38000,41400
71--72,39-1010,7300,7500
71--72,39-1011,5600,5800
71--72,39-1012,1700,1700
71--72,39-1021,30800,33900
71--72,39-2000,20900,23000
71--72,39-2011,2900,3200
71--72,39-2021,18000,19900
71--72,39-3000,306200,334600
71--72,39-3010,38700,40000
71--72,39-3011,29200,30100
71--72,39-3012,5800,6000
71--72,39-3019,3700,3800
71--72,39-3021,300,300
71--72,39-3031,42100,47100
71--72,39-3090,225000,247200
71--72,39-3091,211000,232000
71--72,39-3092,3600,3800
71--72,39-3093,8600,9400
71--72,39-3099,1800,1900
71--72,39-5000,3700,4100
71--72,39-5010,1700,1900
71--72,39-5012,1700,1900
71--72,39-5090,2000,2200
71--72,39-5091,200,300
71--72,39-5092,600,700
71--72,39-5094,1100,1200
71--72,39-6000,2900,3200
71--72,39-6011,1000,1100
71--72,39-6012,1900,2100
71--72,39-7000,20800,24200
71--72,39-7011,20000,23300
71--72,39-7012,800,900
71--72,39-9000,265400,294400
71--72,39-9011,41900,46000
71--72,39-9021,400,500
71--72,39-9030,220100,244700
71--72,39-9099,3000,3200
71--72,41-0000,177500,189300
71--72,41-1000,11900,13200
71--72,41-1011,10000,11000
71--72,41-1012,2000,2100
71--72,41-2000,135300,143300
71--72,41-2010,74100,75500
71--72,41-2011,64600,65600
71--72,41-2012,9500,9800
71--72,41-2020,23600,26100
71--72,41-2021,23400,25800
71--72,41-2022,200,300
71--72,41-2031,37600,41800
71--72,41-3000,25400,27800
71--72,41-3011,1200,1300
71--72,41-3099,24000,26300
71--72,41-4000,1900,2100
71--72,41-4011,100,100
71--72,41-4012,1800,2000
71--72,41-9000,2900,2900
71--72,41-9010,900,1000
71--72,41-9011,600,700
71--72,41-9012,300,300
71--72,41-9020,100,100
71--72,41-9022,100,100
71--72,41-9041,1100,1000
71--72,41-9090,800,900
71--72,41-9099,800,900
71--72,43-0000,201800,203100
71--72,43-1000,12100,13300
71--72,43-1011,12100,13300
71--72,43-2000,1300,1000
71--72,43-2011,1200,900
71--72,43-3000,28800,29000
71--72,43-3011,200,200
71--72,43-3021,1100,1200
71--72,43-3031,19900,19700
71--72,43-3041,5400,5600
71--72,43-3051,1500,1500
71--72,43-3061,300,300
71--72,43-3071,200,200
71--72,43-3099,300,300
71--72,43-4000,80800,84100
71--72,43-4051,30900,34200
71--72,43-4071,300,200
71--72,43-4081,2000,2200
71--72,43-4111,300,400
71--72,43-4121,100,100
71--72,43-4151,200,200
71--72,43-4161,800,800
71--72,43-4171,43400,43000
71--72,43-4181,2100,2300
71--72,43-4199,500,600
71--72,43-5000,6700,7300
71--72,43-5030,600,700
71--72,43-5032,600,600
71--72,43-5081,3200,3500
71--72,43-6000,35300,32100
71--72,43-6011,7100,5900
71--72,43-6014,28200,26200
71--72,43-9000,36800,36400
71--72,43-9011,200,100
71--72,43-9020,700,500
71--72,43-9021,700,500
71--72,43-9031,100,100
